company_id,year,sales,net_profit,previous_sales,previous_profit,Sales Growth %,Profit Growth %,Asset Growth %
VBL,Dec 2020,6450,357,7130.0,472.0,-9.54,-24.36,
VBL,Dec 2021,8823,746,6450.0,357.0,36.79,108.96,
VBL,Dec 2022,13173,1550,8823.0,746.0,49.3,107.77,
VBL,Dec 2023,16043,2102,13173.0,1550.0,21.79,35.61,
VBL,TTM,18987,2582,16043.0,2102.0,18.35,22.84,
VEDL,Mar 2013,2749,2280,,,,,
VEDL,Mar 2014,66152,11421,2749.0,2280.0,2306.4,400.92,
VEDL,Mar 2015,73710,-11369,66152.0,11421.0,11.43,-199.54,
VEDL,Mar 2016,64262,-17862,73710.0,-11369.0,-12.82,57.11,
VEDL,Mar 2017,72225,11316,64262.0,-17862.0,12.39,-163.35,
VEDL,Mar 2018,91866,13692,72225.0,11316.0,27.19,21.0,
VEDL,Mar 2019,92048,9698,91866.0,13692.0,0.2,-29.17,
VEDL,Mar 2020,84447,-4744,92048.0,9698.0,-8.26,-148.92,
VEDL,Mar 2021,88021,15032,84447.0,-4744.0,4.23,-416.86,
VEDL,Mar 2022,132732,23710,88021.0,15032.0,50.8,57.73,
VEDL,Mar 2023,147308,14503,132732.0,23710.0,10.98,-38.83,
VEDL,Mar 2024,143727,7539,147308.0,14503.0,-2.43,-48.02,
VEDL,TTM,144448,15841,143727.0,7539.0,0.5,110.12,
WIPRO,Mar 2013,37430,6182,,,,,
WIPRO,Mar 2014,43424,7991,37430.0,6182.0,16.01,29.26,
WIPRO,Mar 2015,46951,8714,43424.0,7991.0,8.12,9.05,
WIPRO,Mar 2016,51244,8957,46951.0,8714.0,9.14,2.79,
WIPRO,Mar 2017,55448,8518,51244.0,8957.0,8.2,-4.9,
WIPRO,Mar 2018,54487,8003,55448.0,8518.0,-1.73,-6.05,
WIPRO,Mar 2019,59019,9018,54487.0,8003.0,8.32,12.68,
WIPRO,Mar 2020,61138,9772,59019.0,9018.0,3.59,8.36,
WIPRO,Mar 2021,61935,10868,61138.0,9772.0,1.3,11.22,
WIPRO,Mar 2022,79312,12243,61935.0,10868.0,28.06,12.65,
WIPRO,Mar 2023,90488,11366,79312.0,12243.0,14.09,-7.16,
WIPRO,Mar 2024,89760,11112,90488.0,11366.0,-0.8,-2.23,
WIPRO,TTM,88792,12488,89760.0,11112.0,-1.08,12.38,
ZOMATO,Mar 2018,466,-107,,,,,
ZOMATO,Mar 2019,1313,-1010,466.0,-107.0,181.76,843.93,
ZOMATO,Mar 2020,2605,-2386,1313.0,-1010.0,98.4,136.24,
ZOMATO,Mar 2021,1994,-816,2605.0,-2386.0,-23.45,-65.8,
ZOMATO,Mar 2022,4192,-1222,1994.0,-816.0,110.23,49.75,
ZOMATO,Mar 2023,7079,-971,4192.0,-1222.0,68.87,-20.54,
ZOMATO,Mar 2024,12114,351,7079.0,-971.0,71.13,-136.15,
ZOMATO,TTM,17972,663,12114.0,351.0,48.36,88.89,
ZYDUSLIFE,Mar 2013,6358,690,,,,,
ZYDUSLIFE,Mar 2014,7224,836,6358.0,690.0,13.62,21.16,
ZYDUSLIFE,Mar 2015,8651,1188,7224.0,836.0,19.75,42.11,
ZYDUSLIFE,Mar 2016,9427,1964,8651.0,1188.0,8.97,65.32,
ZYDUSLIFE,Mar 2017,9376,1517,9427.0,1964.0,-0.54,-22.76,
ZYDUSLIFE,Mar 2018,11905,1810,9376.0,1517.0,26.97,19.31,
ZYDUSLIFE,Mar 2019,13166,1899,11905.0,1810.0,10.59,4.92,
ZYDUSLIFE,Mar 2020,14253,1204,13166.0,1899.0,8.26,-36.6,
ZYDUSLIFE,Mar 2021,14404,2185,14253.0,1204.0,1.06,81.48,
ZYDUSLIFE,Mar 2022,15110,4618,14404.0,2185.0,4.9,111.35,
ZYDUSLIFE,Mar 2023,17237,2092,15110.0,4618.0,14.08,-54.7,
ZYDUSLIFE,Mar 2024,19547,3973,17237.0,2092.0,13.4,89.91,
ZYDUSLIFE,TTM,21484,4439,19547.0,3973.0,9.91,11.73,
