id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,Net Profit Margin,Operating Profit Margin,ROE,ROCE,ROA,Difference
262,BAJFINANCE,Mar 2019,18487,6723,5454.0,6310.0,34,13,144,6179,35.0,3995,69.0,9.0,342,115.0,19582,101588,2948,124233,695,0,8599,114939,124233,21.61,29.5,20.28,4.5,3.22,6280.5
263,BAJFINANCE,Mar 2020,26374,9608,9159.0,7608.0,29,9,295,7322,28.0,5264,87.0,11.0,343,120.0,32208,129806,2257,164391,1321,0,17544,145526,164391,19.96,34.73,16.28,5.65,3.2,7573.27
264,BAJFINANCE,Mar 2021,26673,9519,10839.0,6314.0,24,3,325,5992,26.0,4420,73.0,14.0,344,120.0,36798,131634,2918,171470,1316,51,18397,151707,171470,16.57,40.64,11.97,6.43,2.58,6273.36
265,BAJFINANCE,Mar 2022,31641,9855,11880.0,9906.0,31,-17,385,9504,26.0,7028,116.0,17.0,345,121.0,43592,165232,3562,212506,1716,34,12246,198510,212506,22.21,37.55,16.08,5.69,3.31,9868.45
266,BAJFINANCE,Mar 2023,41411,12701,12693.0,16018.0,39,-5,485,15528,26.0,11508,190.0,16.0,346,121.0,54251,216690,4164,275226,2308,80,22752,250087,275226,27.79,30.65,21.17,4.68,4.18,15987.35
267,BAJFINANCE,Mar 2024,54972,18886,16099.0,19987.0,36,6,683,19310,25.0,14451,233.0,15.0,347,124.0,76572,293346,5700,375742,3250,43,30881,341568,375742,26.29,29.29,18.84,4.35,3.85,19957.71
269,BANKBARODA,Mar 2013,36442,24486,10950.0,1006.0,3,4511,322,5195,9.0,4829,23.0,19.0,349,423.0,32859,509192,16914,559387,2550,0,125617,431220,559387,13.25,30.05,14.51,2.02,0.86,975.95
270,BANKBARODA,Mar 2014,40463,27604,12049.0,809.0,2,5555,368,5996,18.0,5036,23.0,19.0,350,431.0,37416,616973,21284,676104,2849,0,122113,551142,676104,12.45,29.78,13.31,1.84,0.74,779.22
271,BANKBARODA,Mar 2015,44915,30547,13466.0,902.0,2,5449,368,5983,36.0,3950,18.0,18.0,351,444.0,41574,665483,26465,733966,2978,0,124739,606248,733966,8.79,29.98,9.4,1.9,0.54,872.02
272,BANKBARODA,Mar 2016,45799,32107,25391.0,-11700.0,-26,5992,525,-6233,-19.0,-5033,-22.0,0.0,352,462.0,42041,620536,28134,691173,6359,0,128894,555920,691173,-10.99,55.44,-11.84,3.83,-0.73,11755.44
273,BANKBARODA,Mar 2017,44473,29596,19250.0,-4372.0,-10,7937,540,3024,41.0,1855,8.0,15.0,353,462.0,42605,648499,27649,719216,5930,0,140716,572570,719216,4.17,43.28,4.31,2.78,0.26,4415.28
274,BANKBARODA,Mar 2018,46056,29160,26093.0,-9197.0,-20,7992,901,-2106,-9.0,-1836,-7.0,0.0,354,530.0,46036,672311,28919,747796,5532,0,175137,567126,747796,-3.99,56.65,-3.94,3.63,-0.25,9253.65
275,BANKBARODA,Mar 2019,52906,32506,25815.0,-5414.0,-10,7887,948,1525,29.0,1166,4.0,0.0,355,530.0,54466,734456,30217,819670,7368,0,195716,616586,819670,2.2,48.79,2.12,3.27,0.14,5462.79
276,BANKBARODA,Mar 2020,78895,50040,40583.0,-11728.0,-15,12191,1697,-1234,-99.0,981,2.0,0.0,356,925.0,75179,1068981,54850,1199935,9268,0,289727,900941,1199935,1.24,51.44,1.29,3.54,0.08,11779.44
277,BANKBARODA,Mar 2021,74314,43201,38070.0,-6957.0,-9,14687,1357,6373,77.0,1620,3.0,0.0,357,1036.0,81354,1067173,53104,1202667,8441,0,281859,912367,1202667,2.18,51.23,1.97,3.31,0.13,7008.23
278,BANKBARODA,Mar 2022,73385,38815,37518.0,-2948.0,-4,14395,1438,10008,23.0,7933,15.0,19.0,358,1036.0,90833,1185331,62922,1340121,11098,1,347587,981435,1340121,10.81,51.12,8.64,2.94,0.59,2999.12
279,BANKBARODA,Mar 2023,94503,49942,38231.0,6329.0,7,16275,2040,20565,29.0,15005,29.0,19.0,359,1036.0,104019,1342592,78224,1525871,9865,3,397487,1118516,1525871,15.88,40.45,14.28,2.64,0.98,6288.55
280,BANKBARODA,Mar 2024,118379,69899,44379.0,4102.0,3,23399,1702,25799,29.0,18869,36.0,21.0,360,1036.0,118677,1453761,81302,1654775,9054,6,407136,1238579,1654775,15.94,37.49,15.76,2.82,1.14,4064.51
360,CANBK,Mar 2013,34070,26198,7217.0,655.0,2,3308,191,3771,22.0,2995,12.0,19.0,439,443.0,24733,376040,18108,419324,2883,1,127534,288907,419324,8.79,21.18,11.9,1.8,0.71,633.82
361,CANBK,Mar 2014,39570,30606,9636.0,-672.0,-2,4144,230,3242,20.0,2672,10.0,19.0,440,461.0,29715,447913,23000,501090,6661,1,135445,358982,501090,6.75,24.35,8.85,2.02,0.53,696.35
362,CANBK,Mar 2015,43813,34133,10302.0,-621.0,-1,4733,429,3683,22.0,2931,11.0,17.0,441,475.0,32017,499488,26578,558558,6969,1,152122,399466,558558,6.69,23.51,9.02,1.94,0.52,644.51
363,CANBK,Mar 2016,44039,34263,17785.0,-8008.0,-18,5266,172,-2914,-13.0,-2535,-9.0,0.0,442,543.0,31867,506712,24603,563725,7206,0,152470,404049,563725,-5.76,40.38,-7.82,3.3,-0.45,8048.38
364,CANBK,Mar 2017,41457,31540,15691.0,-5775.0,-14,7852,331,1746,29.0,1411,5.0,4.0,443,597.0,34088,534858,26615,596159,7185,0,162073,426901,596159,3.4,37.85,4.07,2.76,0.24,5812.85
365,CANBK,Mar 2018,41345,29113,25582.0,-13350.0,-32,7398,456,-6408,-36.0,-3873,-11.0,0.0,444,733.0,36164,563756,30781,631435,8335,0,157444,465657,631435,-9.37,61.87,-10.5,4.26,-0.61,13411.87
366,CANBK,Mar 2019,47951,32339,27202.0,-11590.0,-24,9907,429,-2111,-99.0,696,2.0,0.0,445,753.0,36936,640166,33928,711783,8433,0,168678,534672,711783,1.45,56.73,1.85,4.01,0.1,11646.73
367,CANBK,Mar 2020,49759,35817,26809.0,-12867.0,-26,11799,446,-1514,34.0,-1921,-4.0,0.0,446,1030.0,40176,668170,32064,741440,8323,0,192645,540472,741440,-3.86,53.88,-4.66,3.78,-0.26,12920.88
368,CANBK,Mar 2021,70253,45182,43437.0,-18367.0,-26,23086,838,3882,30.0,2957,4.0,0.0,447,1647.0,60763,1060998,56132,1179540,11269,2,286191,882077,1179540,4.21,61.83,4.74,3.87,0.25,18428.83
369,CANBK,Mar 2022,70614,43035,41235.0,-13657.0,-19,23643,841,9145,37.0,6158,7.0,19.0,448,1814.0,68147,1132626,56202,1258789,11447,2,311347,935992,1258789,8.72,58.39,8.8,3.43,0.49,13715.39
370,CANBK,Mar 2023,85885,52990,42772.0,-9877.0,-12,25325,1021,14427,25.0,11345,12.0,19.0,449,1814.0,76240,1237160,65816,1381030,10334,0,352893,1017803,1381030,13.21,49.8,14.53,3.25,0.82,9926.8
371,CANBK,Mar 2024,110519,72118,46146.0,-7745.0,-7,28646,902,20000,26.0,15401,17.0,19.0,450,1814.0,90319,1369780,73104,1535018,12331,0,399207,1123480,1535018,13.94,41.75,16.72,3.16,1.0,7786.75
373,CHOLAFIN,Mar 2013,2570,1410,688.0,472.0,18,1,22,452,32.0,308,4.0,16.0,451,143.0,1809,15269,1007,18228,73,0,172,17984,18228,11.98,26.77,15.78,4.0,1.69,445.23
374,CHOLAFIN,Mar 2014,3279,1769,932.0,578.0,18,1,25,554,34.0,368,5.0,14.0,452,143.0,2144,18075,1182,21544,74,0,39,21431,21544,11.22,28.42,16.09,4.58,1.71,549.58
375,CHOLAFIN,Mar 2015,3715,1958,1061.0,696.0,19,0,30,666,33.0,444,6.0,11.0,453,144.0,2531,19950,1243,23868,69,0,25,23775,23868,11.95,28.56,16.6,4.69,1.86,667.44
376,CHOLAFIN,Mar 2016,4214,2048,1266.0,899.0,21,2,22,879,35.0,575,7.0,12.0,454,156.0,3514,22546,1673,27889,120,0,16,27753,27889,13.64,30.04,15.67,4.83,2.06,868.96
377,CHOLAFIN,Mar 2017,4694,2228,1322.0,1143.0,24,3,39,1107,35.0,718,9.0,12.0,455,156.0,4142,24071,2230,30598,150,0,182,30266,30598,15.3,28.16,16.71,4.66,2.35,1114.84
378,CHOLAFIN,Mar 2018,5559,2657,1451.0,1451.0,26,0,51,1401,34.0,918,12.0,11.0,456,156.0,4969,38330,711,44167,170,4,23,43970,44167,16.51,26.1,17.91,3.34,2.08,1424.9
379,CHOLAFIN,Mar 2019,7108,3588,1632.0,1888.0,27,1,57,1832,35.0,1197,15.0,8.0,457,156.0,6052,50567,715,57490,167,14,42,57267,57490,16.84,22.96,19.28,2.87,2.08,1865.04
380,CHOLAFIN,Mar 2020,8712,4592,2421.0,1699.0,20,0,111,1588,34.0,1054,13.0,13.0,458,164.0,8036,55005,853,64058,283,11,33,63732,64058,12.1,27.79,12.85,3.83,1.65,1671.21
381,CHOLAFIN,Mar 2021,9583,4576,2913.0,2094.0,22,56,102,2048,26.0,1521,19.0,11.0,459,164.0,9436,63730,1314,74644,228,10,1583,72823,74644,15.87,30.4,15.84,3.97,2.04,2063.6
382,CHOLAFIN,Mar 2022,10148,4298,2926.0,2924.0,29,84,101,2908,26.0,2154,26.0,8.0,460,164.0,11605,69174,1536,82478,259,37,2055,80127,82478,21.23,28.83,18.3,3.61,2.61,2895.17
383,CHOLAFIN,Mar 2023,12884,5748,3621.0,3515.0,27,220,121,3615,26.0,2665,32.0,6.0,461,164.0,14182,97358,1923,113627,403,60,3562,109602,113627,20.68,28.1,18.58,3.24,2.35,3486.9
384,CHOLAFIN,Mar 2024,19163,9231,5385.0,4548.0,24,255,198,4605,26.0,3420,41.0,5.0,462,168.0,19425,134475,2618,156686,1563,13,4036,151075,156686,17.85,28.1,17.46,3.5,2.18,4519.9
386,CIPLA,Mar 2013,8279,34,6065.0,2214.0,27,245,330,2095,26.0,1545,19.0,10.0,464,161.0,8858,967,1672,11658,3610,378,2532,5138,11658,18.66,73.26,17.13,60.74,13.25,2140.74
387,CIPLA,Mar 2014,10173,146,8026.0,2147.0,21,251,373,1880,25.0,1404,17.0,12.0,465,161.0,9890,1248,2102,13400,6496,442,709,5753,13400,13.8,78.9,13.97,71.03,10.48,2068.1
388,CIPLA,Mar 2015,11345,168,9183.0,2163.0,19,164,505,1654,24.0,1229,15.0,14.0,466,161.0,10641,1703,3166,15670,6830,581,640,7620,15670,10.83,80.94,11.38,73.43,7.84,2082.06
389,CIPLA,Mar 2016,13790,207,11310.0,2480.0,18,208,754,1727,19.0,1383,17.0,12.0,467,161.0,11356,5202,4331,21049,9368,2061,759,8862,21049,10.03,82.02,12.01,67.65,6.57,2397.98
390,CIPLA,Mar 2017,14394,159,11898.0,2496.0,17,208,1323,1222,15.0,1035,13.0,16.0,468,161.0,12383,4113,4213,20869,9492,1683,973,8721,20869,7.19,82.66,8.25,71.43,4.96,2413.34
391,CIPLA,Mar 2018,15156,114,12329.0,2826.0,19,280,1323,1669,15.0,1417,18.0,17.0,469,161.0,14068,4098,4346,22673,9950,981,1259,10483,22673,9.35,81.35,9.96,67.27,6.25,2744.65
392,CIPLA,Mar 2019,16362,168,13265.0,3097.0,19,477,1326,2079,27.0,1492,19.0,16.0,470,161.0,14851,4316,4433,23762,9608,676,2554,10923,23762,9.12,81.07,9.94,68.63,6.28,3015.93
393,CIPLA,Mar 2020,17132,197,13926.0,3206.0,19,344,1175,2178,29.0,1500,19.0,21.0,471,161.0,15602,2816,4843,23423,9683,825,1471,11444,23423,8.76,81.29,9.52,74.96,6.4,3124.71
394,CIPLA,Mar 2021,19160,161,14907.0,4252.0,22,266,1068,3290,27.0,2389,30.0,17.0,472,161.0,18165,2014,4514,24855,9516,969,2710,11661,24855,12.47,77.8,13.04,73.29,9.61,4174.2
395,CIPLA,Mar 2022,21763,106,17211.0,4553.0,21,99,1052,3493,27.0,2547,31.0,16.0,473,161.0,20680,1056,4960,26857,9683,766,2551,13857,26857,11.7,79.08,12.22,78.6,9.48,4473.92
396,CIPLA,Mar 2023,22753,110,17726.0,5027.0,22,293,1172,4038,30.0,2833,35.0,24.0,474,161.0,23246,803,5089,29300,9160,1093,3662,15384,29300,12.45,77.91,12.1,73.22,9.67,4949.09
397,CIPLA,Mar 2024,25774,90,19483.0,6291.0,24,552,1051,5702,27.0,4154,51.0,25.0,475,161.0,26545,559,5267,32533,9607,1153,5449,16323,32533,16.12,75.59,15.55,71.46,12.77,6215.41
399,COALINDIA,Mar 2013,68303,46,50216.0,18087.0,26,8752,1813,24979,31.0,17356,27.0,51.0,477,6316.0,42156,1305,61206,110983,13466,3496,2395,91626,110983,25.41,73.52,35.81,100.88,15.64,18013.48
400,COALINDIA,Mar 2014,70608,59,52842.0,17766.0,25,7169,1996,22880,34.0,15112,24.0,121.0,478,6316.0,36088,178,62356,104938,14784,4316,3775,82063,104938,21.4,74.84,35.64,124.09,14.4,17691.16
401,COALINDIA,Mar 2015,74120,9,56777.0,17343.0,23,6570,2320,21584,36.0,13727,22.0,95.0,479,6316.0,34037,408,70505,111267,16115,5159,2813,87179,111267,18.52,76.6,34.02,139.29,12.34,17266.4
402,COALINDIA,Mar 2016,77861,388,59147.0,18714.0,24,5939,2826,21440,33.0,14267,23.0,121.0,480,6316.0,28517,1199,77528,113560,22082,4553,2906,84018,113560,18.32,75.96,40.96,164.15,12.56,18638.04
403,COALINDIA,Mar 2017,78164,410,65716.0,12448.0,16,5316,2907,14446,36.0,9280,15.0,133.0,481,6207.0,18311,3014,91054,118587,23811,8585,1483,84708,118587,11.87,84.07,37.85,238.69,7.83,12363.93
404,COALINDIA,Mar 2018,85244,430,75956.0,9288.0,11,4975,3063,10770,35.0,7038,11.0,146.0,482,6207.0,13971,1538,103754,125471,27574,10273,1704,85920,125471,8.26,89.1,34.88,349.77,5.61,9198.9
405,COALINDIA,Mar 2019,99586,264,74579.0,25007.0,25,5834,3450,27127,36.0,17464,28.0,46.0,483,6163.0,20292,2210,104356,133021,32618,9658,3170,87576,133021,17.54,74.89,66.01,260.17,13.13,24932.11
406,COALINDIA,Mar 2020,96080,503,74500.0,21581.0,22,6444,3451,24071,31.0,16700,27.0,44.0,484,6163.0,25994,6434,111430,150020,36784,8328,1973,102936,150020,17.38,77.54,51.93,193.05,11.13,21503.46
407,COALINDIA,Mar 2021,90026,642,71398.0,18628.0,21,3742,3718,18009,29.0,12702,21.0,78.0,485,6163.0,30355,5884,118649,161051,42405,10490,5950,102206,161051,14.11,79.31,34.78,168.38,7.89,18548.69
408,COALINDIA,Mar 2022,109715,541,84995.0,24721.0,23,3866,4429,23616,26.0,17378,28.0,60.0,486,6163.0,36980,3514,132780,179436,46677,12897,8921,110942,179436,15.84,77.47,40.28,182.17,9.68,24643.53
409,COALINDIA,Mar 2023,138252,684,94020.0,44232.0,32,6560,6833,43275,27.0,31723,52.0,47.0,487,6163.0,54680,4331,156222,221396,64547,17622,7139,132087,221396,22.95,68.01,52.14,144.26,14.33,44163.99
410,COALINDIA,Mar 2024,142324,819,94352.0,47971.0,34,8396,6735,48813,23.0,37369,61.0,42.0,488,6163.0,76567,6523,147217,236470,75668,18960,7110,134731,236470,26.26,66.29,45.17,105.71,15.8,47904.71
568,HDFCBANK,Mar 2013,35861,19695,12631.0,3534.0,10,7133,663,10004,31.0,6903,14.0,19.0,656,476.0,36167,335588,35492,407723,2773,0,110960,293989,407723,19.25,35.22,18.84,3.39,1.69,3498.78
569,HDFCBANK,Mar 2014,42555,23445,13508.0,5602.0,13,8298,689,13211,34.0,8768,18.0,19.0,657,480.0,43687,416677,42776,503620,3026,0,119571,381023,503620,20.6,31.74,19.85,2.93,1.74,5570.26
570,HDFCBANK,Mar 2015,50666,27288,16164.0,7214.0,14,9546,680,16079,33.0,10703,21.0,19.0,658,501.0,62653,509762,34181,607097,3225,0,149454,454417,607097,21.12,31.9,16.95,2.82,1.76,7182.1
571,HDFCBANK,Mar 2016,63162,34070,20055.0,9037.0,14,11212,738,19511,34.0,12821,25.0,19.0,659,506.0,73798,649587,38321,762212,3667,0,193634,564912,762212,20.3,31.75,17.25,2.77,1.68,9005.25
572,HDFCBANK,Mar 2017,73271,38042,23856.0,11374.0,16,12905,886,23393,35.0,15317,30.0,18.0,660,513.0,91281,741550,59000,892344,4000,0,210777,677567,892344,20.9,32.56,16.69,2.86,1.72,11341.44
573,HDFCBANK,Mar 2018,85288,42381,29532.0,13374.0,16,16057,967,28464,35.0,18561,36.0,18.0,661,519.0,109080,944817,48770,1103186,4008,0,238461,860717,1103186,21.76,34.63,16.94,2.8,1.68,13339.37
574,HDFCBANK,Mar 2019,105161,53713,34856.0,16592.0,16,18947,1221,34318,35.0,22446,41.0,18.0,662,545.0,153128,1080235,58898,1292806,4369,0,289446,998991,1292806,21.34,33.15,14.61,2.82,1.74,16558.85
575,HDFCBANK,Mar 2020,122189,62137,45459.0,14593.0,12,24879,1277,38195,29.0,27296,50.0,5.0,663,548.0,175810,1333041,71430,1580830,4776,0,389305,1186750,1580830,22.34,37.2,15.48,3.01,1.73,14555.8
576,HDFCBANK,Mar 2021,128552,59248,52457.0,16848.0,13,27333,1385,42796,26.0,31857,58.0,11.0,664,551.0,209259,1511418,78279,1799507,5248,0,438823,1355435,1799507,24.78,40.81,15.18,3.05,1.77,16807.19
577,HDFCBANK,Mar 2022,135936,58584,56557.0,20795.0,15,31759,1681,50873,25.0,38151,69.0,23.0,665,555.0,246772,1784970,90639,2122934,6432,0,449264,1667238,2122934,28.07,41.61,15.43,2.78,1.8,20753.39
578,HDFCBANK,Mar 2023,170754,77780,63042.0,29932.0,18,33912,2345,61498,25.0,46149,82.0,23.0,666,558.0,288880,2139212,101783,2530432,8431,0,511582,2010419,2530432,27.03,36.92,15.94,2.6,1.82,29895.08
579,HDFCBANK,Mar 2024,283649,154139,174196.0,-44685.0,-16,124346,3092,76569,15.0,65446,84.0,23.0,667,760.0,455636,3107503,466296,4030194,12604,0,1005682,3011909,4030194,23.07,61.41,14.34,4.89,1.62,44746.41
581,HDFCLIFE,Mar 2013,14060,15,13535.0,525.0,4,28,35,502,11.0,447,2.0,0.0,668,1995.0,-658,0,40581,41918,252,29,40404,1232,41918,3.18,96.27,33.43,1012.34,1.07,428.73
582,HDFCLIFE,Mar 2014,17166,11,16561.0,605.0,4,241,41,794,9.0,725,4.0,14.0,669,1995.0,-67,0,50347,52275,279,10,50527,1458,52275,4.22,96.48,37.6,858.97,1.39,508.52
583,HDFCLIFE,Mar 2015,27215,-14,26341.0,874.0,3,79,43,924,15.0,786,4.0,18.0,670,1995.0,546,0,66767,69309,346,6,67024,1932,69309,2.89,96.79,30.93,1036.64,1.13,777.21
584,HDFCLIFE,Mar 2016,18141,8,17187.0,953.0,5,108,45,1008,19.0,817,4.0,22.0,671,1995.0,1108,0,73441,76544,335,12,74144,2053,76544,4.5,94.74,26.33,553.88,1.07,858.26
585,HDFCLIFE,Mar 2017,30647,9,29674.0,972.0,3,139,41,1061,16.0,887,4.0,25.0,672,1998.0,1828,0,91270,95097,337,16,91723,3020,95097,2.89,96.83,23.18,775.59,0.93,875.17
586,HDFCLIFE,Mar 2018,32260,11,31186.0,1074.0,3,282,44,1300,15.0,1107,6.0,25.0,673,2012.0,2693,0,105778,110483,336,5,106590,3551,110483,3.43,96.67,23.53,662.83,1.0,977.33
587,HDFCLIFE,Mar 2019,38855,14,37640.0,1215.0,3,136,45,1291,1.0,1278,6.0,26.0,674,2017.0,3625,0,124378,130020,370,10,124958,4682,130020,3.29,96.87,22.65,667.14,0.98,1118.13
588,HDFCLIFE,Mar 2020,29380,0,28239.0,1141.0,4,369,47,1463,11.0,1297,6.0,0.0,675,2019.0,4788,0,125417,132224,322,8,127256,4637,132224,4.41,96.12,19.05,414.85,0.98,1044.88
589,HDFCLIFE,Mar 2021,71528,0,70294.0,1235.0,2,445,51,1629,16.0,1361,7.0,30.0,676,2021.0,6619,600,170415,179655,585,14,173564,5493,179655,1.9,98.27,15.75,760.76,0.76,1136.73
590,HDFCLIFE,Mar 2022,67126,0,66348.0,778.0,1,766,56,1487,11.0,1327,6.0,27.0,677,2113.0,13501,600,214521,230734,6605,20,216551,7559,230734,1.98,98.84,8.5,409.2,0.58,679.16
591,HDFCLIFE,Mar 2023,70207,0,70127.0,80.0,0,1437,76,1441,5.0,1368,6.0,30.0,678,2149.0,10844,950,234126,248069,997,31,238197,8844,248069,1.95,99.89,10.53,502.95,0.55,19.89
592,HDFCLIFE,Mar 2024,101482,0,100951.0,531.0,1,525,79,977,-61.0,1574,7.0,27.0,679,2151.0,12515,950,287071,302687,1549,28,291128,9982,302687,1.55,99.48,10.73,646.46,0.52,431.52
594,HEROMOTOCO,Mar 2014,25275,12,21722.0,3553.0,14,430,1107,2864,26.0,2102,105.0,62.0,681,40.0,5583,284,4215,10122,2247,855,4106,2914,10122,8.32,85.94,37.38,367.73,20.77,3467.06
595,HEROMOTOCO,Mar 2015,27538,12,24018.0,3520.0,13,325,540,3292,29.0,2364,118.0,51.0,682,40.0,6500,100,4014,10654,2952,719,3118,3864,10654,8.58,87.22,36.15,361.72,22.19,3432.78
596,HEROMOTOCO,Mar 2016,28457,15,24033.0,4424.0,16,421,443,4387,29.0,3112,157.0,46.0,683,40.0,8794,232,3829,12896,3784,653,4501,3958,12896,10.94,84.45,35.23,265.09,24.13,4339.55
597,HEROMOTOCO,Mar 2017,28610,27,24025.0,4585.0,16,830,502,4885,27.0,3546,179.0,47.0,684,40.0,10276,261,4736,15312,4599,581,6066,4066,15312,12.39,83.97,34.37,227.14,23.16,4501.03
598,HEROMOTOCO,Mar 2018,32458,31,27124.0,5334.0,16,564,575,5292,30.0,3722,186.0,51.0,685,40.0,11932,228,5197,17397,4961,355,7669,4411,17397,11.47,83.57,31.09,222.33,21.39,5250.43
599,HEROMOTOCO,Mar 2019,33971,37,28946.0,5025.0,15,741,624,5104,32.0,3466,172.0,50.0,686,40.0,13080,312,5072,18504,4952,573,6114,6865,18504,10.2,85.21,26.42,215.5,18.73,4939.79
600,HEROMOTOCO,Mar 2020,29254,47,25184.0,4070.0,14,1434,846,4611,21.0,3659,182.0,49.0,687,40.0,14366,453,4815,19674,6473,391,8359,4451,19674,12.51,86.09,25.4,169.49,18.6,3983.91
601,HEROMOTOCO,Mar 2021,30959,46,26902.0,4058.0,13,553,715,3849,24.0,2936,146.0,72.0,688,40.0,15376,584,7096,23096,6380,495,10582,5639,23096,9.48,86.9,19.05,168.14,12.71,3971.1
602,HEROMOTOCO,Mar 2022,29551,53,26295.0,3256.0,11,545,690,3058,24.0,2329,116.0,82.0,689,40.0,15807,605,6027,22478,6194,517,10528,5240,22478,7.88,88.98,14.7,159.83,10.36,3167.02
603,HEROMOTOCO,Mar 2023,34158,105,30060.0,4099.0,12,567,697,3864,28.0,2800,141.0,71.0,690,40.0,16616,568,6694,23917,6159,454,10891,6413,23917,8.2,88.0,16.81,174.52,11.71,4011.0
604,HEROMOTOCO,Mar 2024,37789,76,32554.0,5235.0,14,689,757,5090,26.0,3742,187.0,75.0,691,40.0,17659,606,7847,26153,6232,484,12751,6685,26153,9.9,86.15,21.14,177.84,14.31,5148.85
606,HINDALCO,Mar 2013,80193,2079,72494.0,7699.0,10,1111,2822,3909,23.0,3007,16.0,6.0,693,191.0,35139,56951,28309,120590,37929,33834,12601,36226,120590,3.75,90.4,8.51,78.56,2.49,7608.6
